,SalePrice,Fireplaces,OverallCond,OverallQual,TotalBsmtSF,CentralAir,PouredConcrete,ConcreteBlock,Deck,TotalSF,Location,BsmtLivArea,Age,FlatLandContour,HighQualKitchen,MultipleFloors,NearRailroad,ZoningHighDensity,ExterScore,Bathrooms,OffSiteFeatures,Pool,FlatRoof,HasGarage,ZoningFloatVillage
2262,239000,1,5,8,1571.0,1,1,0,1,1571.0,3,0.0,0,0,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
2263,248900,1,5,8,1638.0,1,1,0,1,1646.0,3,0.0,1,0,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
2264,174000,0,7,7,1265.0,1,0,1,1,1535.0,3,295.0,22,1,0,0,0,0,1.853432616936364,2.5,0,0,0,1,0
2265,187500,1,5,7,1156.0,1,0,1,1,2619.0,3,902.0,17,1,0,1,0,0,2.471243489248485,2.5,0,0,0,1,0
2266,204000,0,5,6,872.0,1,1,0,1,2498.0,3,742.0,11,1,0,1,0,0,2.1474775607565886,3.5,0,0,0,1,0
2267,180500,0,5,8,1267.0,1,1,0,1,1562.0,3,250.0,6,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
2268,187500,1,5,7,868.0,1,1,0,1,1932.0,3,786.0,4,1,0,0,0,0,2.1474775607565886,3.0,0,0,0,1,0
2269,282000,1,5,8,1922.0,1,1,0,1,3251.0,3,1329.0,5,1,0,0,0,0,2.1474775607565886,3.0,0,0,0,1,0
2270,178000,1,5,6,1491.0,1,1,0,0,1491.0,3,0.0,11,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
2271,270000,1,5,8,1616.0,1,1,0,0,2929.0,3,1300.0,5,1,0,0,0,0,2.1474775607565886,3.0,0,0,0,1,0
2272,279900,1,5,7,1122.0,1,1,0,1,3252.0,3,766.0,4,1,0,1,0,0,2.1474775607565886,4.5,0,0,0,1,0
2273,186700,2,4,5,1572.0,1,0,1,0,2731.0,3,1159.0,44,1,0,0,0,0,1.853432616936364,2.5,0,0,0,1,0
2274,283463,1,5,8,1732.0,1,1,0,0,1856.0,3,80.0,1,0,0,0,0,0,2.1474775607565886,3.0,0,0,0,1,0
2275,392000,1,5,10,1824.0,1,1,0,1,1824.0,3,0.0,1,0,1,0,0,0,2.441522504576813,2.0,1,0,0,1,0
2276,281213,1,5,8,1094.0,1,1,0,1,2482.0,3,0.0,2,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
2277,147000,0,5,5,1120.0,1,1,0,0,1326.0,2,206.0,0,1,0,0,0,0,1.853432616936364,1.0,0,0,0,0,0
2278,130000,0,5,3,0.0,1,0,1,1,2034.0,2,0.0,54,1,0,0,1,0,1.853432616936364,1.0,0,1,0,1,0
2279,140000,0,5,6,920.0,1,1,0,0,1856.0,2,920.0,11,1,0,0,0,1,1.853432616936364,2.5,0,0,0,1,0
2280,132250,0,5,4,1064.0,1,1,0,0,1673.0,2,633.0,44,0,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
2281,143000,0,4,5,1632.0,1,0,1,0,1632.0,2,0.0,40,0,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
2282,168000,1,4,4,1249.0,1,0,1,1,2781.0,2,1159.0,46,0,0,0,0,0,2.1771985454282605,2.0,0,0,0,1,0
2283,129900,1,7,5,1040.0,1,1,0,1,1900.0,1,840.0,31,1,0,0,0,1,1.853432616936364,2.0,0,0,0,1,0
2284,134000,1,5,5,1142.0,1,1,0,1,2016.0,1,874.0,31,1,0,0,0,1,1.853432616936364,2.5,0,0,0,1,0
2285,85500,0,4,4,546.0,1,0,1,0,1344.0,1,252.0,35,1,0,1,0,1,1.853432616936364,1.5,0,0,0,1,0
2286,106500,0,5,4,530.0,1,0,1,1,1495.0,1,503.0,37,1,0,1,0,1,1.853432616936364,2.0,0,0,0,1,0
2287,93900,0,6,4,546.0,1,0,1,0,1476.0,1,384.0,37,1,0,1,0,1,1.853432616936364,1.5,0,0,0,0,0
2288,75000,0,5,4,546.0,1,0,1,0,1092.0,1,0.0,37,1,0,1,0,1,1.853432616936364,1.5,0,0,0,1,0
2289,84500,0,6,4,630.0,1,0,1,0,1260.0,1,630.0,37,1,0,0,0,1,1.853432616936364,2.0,0,0,0,0,0
2290,75190,0,3,4,546.0,1,0,1,0,1092.0,1,0.0,31,1,0,1,0,1,1.853432616936364,1.5,0,0,0,1,0
2291,146800,2,5,6,1029.0,1,1,0,1,1601.0,2,539.0,31,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
2292,153500,1,5,5,923.0,1,1,0,1,1931.0,2,923.0,30,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
2293,188000,1,6,6,1244.0,1,1,0,1,2504.0,2,1148.0,30,0,0,0,0,0,1.853432616936364,4.0,0,0,0,1,0
2294,196000,2,6,5,1160.0,1,1,0,1,2788.0,2,1112.0,30,1,0,0,0,0,1.5296666884444674,2.5,0,0,0,1,0
2295,157000,1,7,5,716.0,1,1,0,0,1963.0,2,531.0,30,1,0,1,0,0,1.853432616936364,2.5,0,0,0,1,0
2296,138000,0,7,5,796.0,1,0,1,1,1592.0,2,796.0,36,1,0,0,0,0,1.853432616936364,1.5,0,0,0,0,0
2297,129500,0,7,5,768.0,1,0,1,1,1387.0,2,619.0,37,1,0,0,0,0,2.1771985454282605,2.0,0,0,0,1,0
2299,129500,0,6,4,845.0,1,0,1,0,1410.0,2,565.0,25,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
2300,135000,0,6,5,1090.0,1,1,0,0,2268.0,2,1090.0,31,1,0,0,0,0,1.853432616936364,2.5,0,0,0,1,0
2301,124500,0,7,5,816.0,1,0,1,1,1362.0,2,546.0,25,1,0,0,0,0,1.853432616936364,1.0,0,0,0,1,0
2302,139000,0,7,5,816.0,1,0,1,1,1412.0,2,596.0,24,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
2304,124500,0,6,5,864.0,1,0,1,1,1403.0,2,516.0,23,1,0,0,0,0,1.853432616936364,1.5,0,0,0,1,0
2305,149900,0,5,6,1178.0,1,0,1,1,2300.0,2,1007.0,52,1,0,0,0,0,1.853432616936364,3.0,0,0,0,1,0
2306,157500,2,6,6,1008.0,1,0,1,0,1797.0,2,773.0,50,1,0,0,0,0,2.1771985454282605,2.0,0,0,0,1,0
2307,169000,1,5,5,1617.0,1,0,1,0,2924.0,2,1127.0,49,1,0,0,0,0,1.853432616936364,1.5,0,0,0,1,0
2309,192100,1,6,7,1851.0,1,0,1,0,1851.0,2,0.0,37,1,0,0,0,0,2.1771985454282605,2.0,0,0,0,1,0
2310,183500,1,5,6,813.0,1,1,0,1,2225.0,2,700.0,9,1,0,1,0,0,1.853432616936364,3.5,0,0,0,1,0
2311,222000,1,5,7,964.0,1,1,0,0,2236.0,2,0.0,9,1,0,1,0,0,1.853432616936364,2.5,0,0,0,1,0
2312,170000,1,5,6,781.0,1,1,0,0,1671.0,2,0.0,11,1,0,1,0,0,1.853432616936364,2.5,0,0,0,1,0
2313,187500,1,5,6,691.0,1,1,0,1,2090.0,2,592.0,11,1,0,1,0,0,1.853432616936364,2.5,0,0,0,1,0
2314,202000,1,5,6,821.0,1,1,0,1,1776.0,2,0.0,10,1,0,1,0,0,1.853432616936364,2.5,0,0,0,1,0
2315,185000,1,5,6,802.0,1,1,0,1,2225.0,2,714.0,9,0,0,1,0,0,1.853432616936364,3.5,0,0,0,1,0
2316,320000,1,5,7,1392.0,1,1,0,1,2519.0,2,57.0,1,0,0,1,0,0,2.1474775607565886,3.5,0,0,0,1,0
2317,240000,1,5,7,1670.0,1,1,0,1,1670.0,2,0.0,0,0,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
2318,250000,1,5,8,1074.0,1,1,0,0,2064.0,2,0.0,1,0,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
2319,239900,1,5,8,893.0,1,1,0,0,1801.0,2,0.0,1,0,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
2320,309000,1,5,7,1700.0,1,1,0,1,2272.0,2,60.0,1,0,0,1,0,0,2.1474775607565886,3.5,0,0,0,1,0
2321,274725,1,5,7,868.0,1,1,0,0,2021.0,2,0.0,0,0,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
2322,270000,0,5,8,2062.0,1,1,0,1,2687.0,4,0.0,12,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
2323,183500,1,6,6,1160.0,1,1,0,0,1874.0,2,705.0,13,1,0,0,0,0,1.853432616936364,2.5,0,0,0,1,0
2324,165600,1,5,6,697.0,1,1,0,1,2019.0,2,518.0,13,1,0,1,0,0,1.853432616936364,2.5,0,0,0,1,0
2325,176500,1,5,7,935.0,1,1,0,0,1632.0,2,0.0,8,1,0,1,0,0,1.853432616936364,2.5,0,0,0,1,0
2326,130000,0,5,8,1191.0,1,0,1,1,1204.0,4,0.0,19,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
2327,239000,1,7,7,1064.0,1,1,0,1,2477.0,4,710.0,19,1,0,1,0,0,2.471243489248485,3.0,0,0,0,1,0
2328,275000,1,5,8,1742.0,1,1,0,1,2890.0,4,1148.0,21,0,0,0,0,0,2.1474775607565886,3.0,0,0,0,1,0
2331,356383,1,5,9,1094.0,1,1,0,1,2678.0,4,205.0,0,0,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
2333,361919,1,5,8,1234.0,1,1,0,1,2576.0,4,0.0,0,1,1,1,0,0,2.441522504576813,2.5,0,0,0,1,0
2335,401179,1,5,9,1390.0,1,1,0,1,2795.0,4,0.0,1,0,1,1,0,0,2.1474775607565886,3.5,0,0,0,1,0
2337,169000,1,6,5,0.0,1,0,0,1,2320.0,2,0.0,58,1,0,1,0,0,1.853432616936364,2.0,0,0,0,1,0
2338,145000,0,5,5,1056.0,0,0,1,1,2112.0,2,1056.0,51,0,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
2339,318000,1,5,9,1714.0,1,1,0,1,2905.0,4,1191.0,1,0,0,0,0,0,2.1474775607565886,3.0,0,0,0,1,0
2340,319000,1,5,8,1814.0,1,1,0,1,3248.0,4,1422.0,1,1,0,0,0,0,2.1474775607565886,3.0,0,0,0,1,0
2342,202500,0,7,7,1208.0,1,0,1,1,1834.0,3,213.0,22,1,0,0,0,0,2.1474775607565886,3.0,0,0,0,1,0
2343,229000,0,5,7,1204.0,1,1,0,0,3387.0,3,1204.0,18,1,0,1,0,0,2.471243489248485,2.5,0,0,0,1,0
2344,235000,1,7,7,795.0,1,0,1,0,3058.0,3,795.0,29,1,0,1,0,0,1.853432616936364,3.5,1,0,0,1,0
2345,190000,1,5,6,796.0,1,1,0,1,2286.0,3,712.0,30,1,0,1,0,0,1.853432616936364,3.5,0,0,0,1,0
2346,169000,1,6,6,988.0,1,0,1,1,1952.0,3,850.0,26,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
2347,241500,1,5,7,1845.0,1,0,1,1,2801.0,3,929.0,18,1,0,0,0,0,1.853432616936364,2.5,0,0,0,1,0
2348,188900,1,5,7,945.0,1,0,1,1,1857.0,3,0.0,28,1,0,1,0,0,1.853432616936364,2.5,1,0,0,1,0
2349,207500,1,6,6,1686.0,1,0,1,1,3372.0,3,1686.0,26,1,0,0,0,0,2.1771985454282605,3.0,0,0,0,1,0
2350,250000,2,5,7,1392.0,1,0,1,0,4043.0,3,1259.0,28,1,0,1,1,0,1.853432616936364,4.5,0,1,0,1,0
2351,179900,1,6,6,713.0,1,0,1,1,2102.0,3,550.0,31,1,0,1,1,0,1.853432616936364,3.5,0,0,0,1,0
2352,172000,1,5,7,1047.0,1,0,1,1,2088.0,3,1005.0,30,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
2353,294323,1,5,7,960.0,1,1,0,0,3106.0,4,788.0,1,1,0,1,1,0,2.1474775607565886,3.5,0,0,0,1,1
2354,184500,1,6,6,675.0,1,0,1,1,2423.0,3,548.0,31,1,0,1,0,0,1.853432616936364,3.0,0,0,0,1,0
2355,153500,0,6,5,1056.0,1,0,1,0,1862.0,3,788.0,31,1,0,0,0,0,1.853432616936364,2.5,0,0,0,1,0
2356,162900,1,5,7,832.0,1,1,0,0,1858.0,3,194.0,30,1,0,1,0,0,1.853432616936364,2.5,0,0,0,1,0
2357,181000,1,6,6,1040.0,1,0,1,1,2349.0,3,1040.0,32,1,0,0,0,0,1.853432616936364,2.5,0,1,0,1,0
2358,155000,0,6,6,1103.0,1,0,1,1,1858.0,3,755.0,32,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
2361,88000,0,4,4,858.0,1,0,1,0,1472.0,2,614.0,35,1,0,0,0,0,1.853432616936364,1.0,0,0,0,0,0
2362,97500,0,4,4,864.0,1,0,1,1,1514.0,2,640.0,35,1,0,0,0,0,1.853432616936364,1.5,0,0,0,1,0
2363,190000,0,5,6,1487.0,1,1,0,1,2370.0,2,951.0,4,1,0,0,0,1,2.1474775607565886,3.0,0,0,0,1,0
2364,105500,0,5,6,525.0,1,0,1,0,1092.0,1,0.0,33,1,0,1,0,1,1.853432616936364,1.5,0,0,0,1,0
2365,125500,1,6,5,765.0,1,0,1,0,1767.0,1,402.0,33,1,0,1,0,1,1.853432616936364,1.5,0,0,0,1,0
2366,83000,0,5,6,483.0,1,0,1,1,1296.0,1,309.0,33,1,0,1,0,1,1.853432616936364,1.5,0,0,0,1,0
2367,116000,0,7,6,494.0,1,0,1,0,1312.0,1,282.0,34,1,0,1,0,1,1.853432616936364,1.5,0,0,0,1,0
2369,118000,0,7,6,672.0,1,0,1,0,1535.0,1,317.0,34,1,0,1,0,1,1.853432616936364,2.0,0,0,0,1,0
2370,89000,0,5,6,483.0,1,0,1,0,1224.0,1,276.0,34,1,0,1,0,1,1.853432616936364,1.5,0,0,0,1,0
2371,108000,0,5,6,525.0,1,0,1,1,1474.0,1,382.0,34,1,0,1,0,1,1.853432616936364,1.5,0,0,0,1,0
2372,94500,1,5,6,483.0,1,0,1,0,987.0,1,0.0,34,1,0,1,0,1,1.853432616936364,1.5,0,0,0,1,0
2373,146300,1,5,6,1069.0,1,0,1,0,1952.0,2,883.0,31,1,0,0,0,0,1.853432616936364,2.5,0,0,0,1,0
2374,145000,1,7,5,943.0,1,0,1,0,1868.0,2,481.0,39,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
2375,123000,1,5,5,864.0,1,0,1,1,1669.0,2,769.0,39,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
2376,137500,0,7,7,1055.0,1,0,1,0,1667.0,2,612.0,30,1,0,0,0,0,1.853432616936364,3.0,0,0,0,1,0
2377,144000,1,5,6,855.0,1,0,1,0,1526.0,2,70.0,30,1,0,1,0,0,1.853432616936364,2.5,0,0,0,1,0
2378,315000,1,5,9,1980.0,1,1,0,1,3427.0,4,1447.0,2,1,1,0,0,0,2.1474775607565886,3.0,0,0,0,1,0
2379,412083,1,5,9,1738.0,1,1,0,0,3958.0,4,1369.0,0,1,1,1,0,0,2.1474775607565886,3.5,0,0,0,1,0
2380,342643,0,5,9,1249.0,1,1,0,1,2596.0,4,0.0,0,1,0,1,0,0,1.853432616936364,3.5,0,0,0,1,0
2381,252000,1,5,8,1618.0,1,1,0,0,1618.0,4,0.0,2,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
2383,293000,0,5,7,1721.0,1,1,0,0,1740.0,4,0.0,0,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
2384,415000,1,5,9,1868.0,1,1,0,1,3373.0,4,1505.0,1,0,1,0,0,0,2.441522504576813,3.0,0,0,0,1,0
2385,326000,1,5,9,1833.0,1,1,0,1,3111.0,4,1261.0,2,1,0,0,0,0,2.1474775607565886,3.0,0,0,0,1,0
2386,325300,1,5,8,1158.0,1,1,0,1,2376.0,4,0.0,1,1,0,1,0,0,2.1474775607565886,3.5,0,0,0,1,0
2387,309000,1,5,8,1117.0,1,1,0,1,2452.0,4,0.0,2,1,0,1,0,0,2.1474775607565886,3.5,0,0,0,1,0
2388,300000,1,5,9,1090.0,1,1,0,1,2206.0,4,0.0,1,1,1,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
2389,275500,1,5,8,1030.0,1,1,0,1,2098.0,4,0.0,1,1,1,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
2390,338500,1,5,9,1606.0,1,1,0,1,3381.0,4,1290.0,1,1,1,1,0,0,2.441522504576813,3.5,0,0,0,1,0
2391,345000,2,5,9,1175.0,1,1,0,1,3322.0,4,998.0,1,1,1,1,0,0,2.441522504576813,4.0,0,0,0,1,0
2392,344133,1,5,8,1209.0,1,1,0,1,2253.0,4,0.0,1,1,1,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
2393,298236,1,5,8,1054.0,1,1,0,1,2389.0,4,0.0,0,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
2394,329900,1,5,8,1524.0,1,1,0,1,3238.0,4,880.0,1,1,1,1,0,0,2.1474775607565886,3.5,0,0,0,1,0
2395,360000,3,5,9,1896.0,1,1,0,1,3218.0,4,1274.0,3,1,1,0,0,0,2.1474775607565886,3.0,0,0,0,1,0
2396,281000,1,5,8,1085.0,1,1,0,1,1970.0,4,0.0,0,1,1,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
2397,372397,1,5,9,1792.0,1,1,0,1,3024.0,4,1232.0,1,1,0,0,0,0,2.441522504576813,3.0,0,0,0,1,0
2398,378000,1,5,9,1780.0,1,1,0,1,3163.0,4,1383.0,2,1,1,0,0,0,2.441522504576813,3.0,0,0,0,1,0
2399,374000,1,5,9,1792.0,1,1,0,1,3359.0,4,1567.0,3,0,1,0,0,0,2.1474775607565886,3.0,0,0,0,1,0
2401,275000,1,5,8,1058.0,1,1,0,1,2450.0,4,546.0,1,1,1,1,0,0,2.1474775607565886,3.5,0,0,0,1,0
2402,279000,1,5,8,1420.0,1,1,0,1,2908.0,4,994.0,2,1,0,1,0,0,2.1474775607565886,3.5,0,0,0,1,0
2403,185850,1,5,7,1364.0,1,1,0,1,2023.0,4,659.0,1,1,0,0,0,0,2.1474775607565886,3.0,0,0,0,1,0
2404,282500,1,5,9,1560.0,1,1,0,1,2037.0,4,472.0,1,1,1,0,0,0,2.441522504576813,3.0,0,0,0,1,0
2405,202500,1,5,7,1368.0,1,1,0,1,1368.0,4,0.0,1,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
2406,202665,1,5,7,1368.0,1,1,0,1,1368.0,4,0.0,1,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
2407,332200,1,5,9,1686.0,1,1,0,1,2709.0,4,1023.0,0,1,1,0,0,0,2.1474775607565886,3.0,0,0,0,1,0
2408,310090,1,5,9,1666.0,1,1,0,1,2081.0,4,415.0,0,1,0,0,0,0,2.441522504576813,3.0,0,0,0,1,0
2409,171750,1,5,7,1405.0,1,1,0,1,1405.0,4,0.0,3,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
2410,169990,1,5,6,1316.0,1,1,0,1,1344.0,2,28.0,1,1,0,0,1,0,2.1474775607565886,2.0,0,0,0,1,0
2411,170440,1,5,6,728.0,1,1,0,0,1456.0,2,0.0,1,1,0,1,1,0,2.1474775607565886,2.5,0,0,0,1,0
2412,169985,0,5,7,738.0,1,1,0,0,1492.0,2,0.0,0,1,0,1,1,0,2.1474775607565886,2.5,0,0,0,1,0
2413,179665,1,5,7,654.0,1,1,0,1,2050.0,2,554.0,0,1,0,1,0,0,2.1474775607565886,3.5,0,0,0,1,0
2414,219210,1,5,7,879.0,1,1,0,1,1863.0,2,0.0,0,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
2415,174190,0,5,6,1326.0,1,1,0,1,1326.0,2,0.0,0,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
2416,172785,0,5,6,728.0,1,1,0,0,1456.0,2,0.0,0,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
2417,258000,1,5,8,1052.0,1,1,0,1,2373.0,2,0.0,2,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
2418,185101,0,5,7,738.0,1,1,0,1,1492.0,2,0.0,0,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
2419,210250,1,5,7,1220.0,1,1,0,1,1817.0,4,453.0,0,1,0,0,0,0,2.1474775607565886,3.0,0,0,0,1,0
2420,234000,1,5,7,1374.0,1,1,0,1,1557.0,4,0.0,3,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
2421,215000,1,5,8,1273.0,1,1,0,1,1456.0,4,0.0,3,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
2422,246990,1,5,7,1368.0,1,1,0,1,2549.0,4,1038.0,4,1,0,0,0,0,2.1474775607565886,3.0,0,0,0,1,0
2423,178740,1,5,7,1375.0,1,1,0,1,1414.0,4,0.0,2,1,0,0,0,1,2.1474775607565886,2.0,0,0,0,1,0
2424,225000,1,5,7,1365.0,1,1,0,1,2607.0,4,1059.0,2,1,0,0,0,1,2.1474775607565886,3.0,0,0,0,1,0
2425,167240,0,5,7,1248.0,1,1,0,1,1264.0,4,16.0,1,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
2426,156820,0,5,7,1142.0,1,1,0,1,1158.0,4,16.0,1,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
2427,213490,1,5,7,1362.0,1,1,0,1,1522.0,4,16.0,1,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
2428,264561,1,5,8,1520.0,1,1,0,1,2721.0,4,1154.0,0,1,1,0,0,0,2.1474775607565886,3.0,0,0,0,1,0
2429,246578,1,5,7,1356.0,1,1,0,1,2570.0,4,1070.0,0,1,0,0,0,0,2.1474775607565886,3.0,0,0,0,1,0
2430,192140,1,5,5,732.0,1,1,0,1,1838.0,2,0.0,1,1,0,1,1,0,2.1474775607565886,2.5,0,0,0,1,0
2431,183200,1,5,6,783.0,1,1,0,1,1966.0,2,457.0,4,1,0,1,0,0,2.1474775607565886,3.5,0,0,0,1,0
2432,178000,1,5,8,707.0,1,1,0,1,1414.0,2,0.0,2,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
2433,201490,1,5,7,848.0,1,1,0,1,1598.0,2,0.0,2,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
2434,230500,1,5,8,1406.0,1,1,0,1,1936.0,2,0.0,6,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
2435,180000,1,5,7,783.0,1,1,0,0,1509.0,2,0.0,3,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
2436,172400,1,5,6,953.0,1,1,0,1,1664.0,2,0.0,6,1,0,1,0,0,1.853432616936364,2.5,0,0,0,1,0
2437,215000,1,5,6,982.0,1,1,0,0,2621.0,2,732.0,6,1,0,1,0,0,1.853432616936364,2.5,0,0,0,1,0
2438,199900,1,5,7,930.0,1,1,0,1,1886.0,2,0.0,8,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
2439,173000,1,5,6,959.0,1,1,0,0,2457.0,2,786.0,6,1,0,1,1,0,1.853432616936364,3.5,0,0,0,1,0
2440,287602,0,5,7,1035.0,1,1,0,1,2322.0,2,0.0,0,1,0,1,0,0,2.1474775607565886,3.5,0,0,0,1,0
2441,230000,1,5,7,975.0,1,1,0,1,2291.0,2,0.0,7,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
2442,348000,1,5,8,1396.0,1,1,0,0,3466.0,4,1074.0,9,1,0,1,0,0,2.1474775607565886,3.5,0,0,0,1,0
2443,286000,1,5,8,1044.0,1,1,0,1,2767.0,4,791.0,8,1,0,1,0,0,2.1474775607565886,3.5,0,0,0,1,0
2444,300000,1,5,8,1160.0,1,1,0,0,2739.0,4,505.0,6,1,0,1,0,0,2.1474775607565886,3.5,0,0,0,1,0
2446,405000,1,5,9,1540.0,1,1,0,1,4037.0,4,1182.0,6,1,1,1,0,0,2.1474775607565886,3.5,0,0,0,1,0
2447,280000,1,5,8,1086.0,1,1,0,1,2880.0,4,956.0,8,1,0,1,0,0,2.1474775607565886,3.5,0,0,0,1,0
2449,350000,1,5,8,1342.0,1,1,0,1,3253.0,4,527.0,11,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
2451,321000,1,5,8,1290.0,1,1,0,1,3042.0,4,548.0,12,1,0,1,0,0,2.1474775607565886,3.5,0,0,0,1,0
2452,290000,1,5,8,1165.0,1,1,0,1,3266.0,4,740.0,12,1,0,1,0,0,2.1474775607565886,3.5,0,0,0,1,0
2453,315000,1,5,8,1286.0,1,1,0,1,4085.0,4,1286.0,13,1,0,1,0,0,2.1474775607565886,3.5,0,0,0,1,0
2454,252000,1,5,8,1100.0,1,1,0,1,1964.0,4,0.0,1,1,0,1,1,0,2.1474775607565886,2.5,0,0,0,1,0
2455,336820,1,5,8,1670.0,1,1,0,0,3232.0,4,1562.0,0,1,0,0,1,0,2.1474775607565886,3.5,0,0,0,1,0
2457,290000,1,5,8,1660.0,1,1,0,1,2880.0,4,1220.0,0,1,0,0,1,0,2.1474775607565886,3.0,0,0,0,1,0
2458,232000,0,5,7,1616.0,1,1,0,1,1616.0,4,0.0,1,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
2459,199000,0,5,8,1504.0,1,1,0,1,1504.0,4,0.0,0,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
2460,198600,0,5,8,1278.0,1,1,0,0,1302.0,4,24.0,0,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,1
2461,405749,1,5,9,2036.0,1,1,0,0,4476.0,4,1836.0,0,1,1,1,0,0,2.1474775607565886,4.5,0,0,0,1,1
2462,232600,1,5,8,1489.0,1,1,0,0,1489.0,4,0.0,0,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,1
2463,266000,1,5,8,1095.0,1,1,0,1,1939.0,4,0.0,0,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,1
2464,186500,0,5,7,756.0,1,1,0,0,1553.0,4,0.0,1,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,1
2465,200825,0,5,6,858.0,1,1,0,0,1716.0,4,0.0,1,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,1
2466,197000,0,5,7,770.0,1,1,0,0,1576.0,4,0.0,0,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,1
2467,185000,0,5,6,1262.0,1,1,0,0,2167.0,4,905.0,0,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,1
2468,176000,1,5,7,1257.0,1,1,0,1,1266.0,4,0.0,1,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,1
2469,187750,1,5,7,1293.0,1,1,0,1,1301.0,4,0.0,0,1,0,0,0,0,2.1474775607565886,3.0,0,0,0,1,1
2470,139500,0,5,6,1142.0,1,1,0,1,1166.0,3,24.0,1,1,0,0,0,0,1.853432616936364,1.5,0,0,0,0,0
2471,186800,0,5,7,1400.0,1,1,0,1,1400.0,3,0.0,1,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
2472,132000,0,5,6,1131.0,1,1,0,0,1131.0,3,0.0,1,1,0,0,1,0,1.853432616936364,1.5,0,0,0,0,0
2474,158000,0,5,6,1158.0,1,1,0,0,2099.0,3,941.0,2,1,0,0,1,0,1.853432616936364,2.5,0,0,0,1,0
2475,184000,0,5,7,891.0,1,1,0,1,1686.0,3,0.0,1,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
2476,184900,0,5,7,784.0,1,1,0,1,1585.0,3,0.0,1,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
