Id,OverallCond,MSZoning,LotArea,LandContour,LotConfig,LandSlope,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,Bathrooms,KitchenQual,Fireplaces,FireplaceQu,GarageType,GarageCars,GarageArea,WoodDeckSF,ScreenPorch,Pool,YrSold,SaleCondition,SalePrice
1135,5,RL,8773,HLS,Inside,Gtl,1Fam,2Story,6,1997,1997,None,0,TA,PConc,0,916,916,Y,916,684,3,TA,1,TA,Attchd,2,460,100,0,1,2007,Normal,169000
1136,5,RM,6180,Lvl,Corner,Gtl,1Fam,1Story,6,1926,1950,None,0,TA,BrkTil,0,960,960,N,986,0,1,TA,1,Gd,Detchd,1,180,0,0,1,2007,Normal,102000
1137,5,RL,9600,Lvl,Inside,Gtl,1Fam,1.5Fin,6,1950,1950,None,0,TA,CBlock,0,752,1032,Y,1032,220,1,TA,0,NA,Attchd,1,288,0,0,1,2008,Other,119000
1138,8,RL,6342,Lvl,Inside,Gtl,1Fam,1.5Fin,5,1875,1996,None,0,TA,CBlock,0,780,780,N,780,240,1,TA,0,NA,NA,0,0,0,0,1,2010,Normal,94000
1139,5,RL,9819,Lvl,Inside,Mod,1Fam,1Story,6,1977,1977,None,0,TA,PConc,0,0,1567,Y,1567,0,2,Gd,2,TA,Attchd,2,714,264,0,1,2009,Normal,196000
1140,5,RL,8731,Lvl,Inside,Gtl,1Fam,1Story,5,1920,1950,None,0,TA,BrkTil,0,270,915,Y,1167,0,1,TA,1,Gd,Detchd,2,495,0,1,1,2007,Normal,144000
1141,7,RL,7350,Lvl,Corner,Gtl,1Fam,1Story,5,1951,1951,None,0,TA,CBlock,0,100,952,Y,952,0,1,TA,0,NA,Detchd,2,840,0,0,1,2008,Other,139000
1142,7,RL,10304,Lvl,CulDSac,Gtl,1Fam,2Story,5,1976,1976,BrkFace,44,TA,CBlock,0,399,780,Y,1088,780,3,Gd,1,TA,Attchd,2,484,448,0,1,2009,Normal,197500
1143,5,RL,9965,Lvl,Inside,Gtl,1Fam,2Story,8,2006,2007,Stone,340,Gd,PConc,0,316,1466,Y,1466,1362,3,Gd,1,TA,BuiltIn,3,1052,125,0,1,2007,Other,424870
1144,3,RL,9000,Lvl,Inside,Gtl,1Fam,1Story,5,1959,1959,None,0,TA,CBlock,0,718,1006,Y,1006,0,1,TA,0,NA,NA,0,0,0,0,1,2008,Normal,80000
1145,4,RL,12180,Lvl,Inside,Gtl,2fmCon,1.5Fin,4,1941,1950,None,0,TA,BrkTil,0,324,672,N,672,252,1,Other,0,NA,Detchd,1,280,0,0,1,2010,Normal,80000
1146,6,RM,6240,Lvl,Inside,Gtl,1Fam,1.5Fin,5,1928,1950,None,0,TA,BrkTil,0,1042,1042,Y,1042,534,1,TA,1,Gd,Detchd,1,225,0,0,1,2006,Other,149000
1147,5,RL,11200,Lvl,Inside,Gtl,1Fam,1Story,6,1985,1985,BrkFace,85,Gd,CBlock,0,40,1298,Y,1298,0,2,Gd,1,TA,Attchd,2,403,165,0,1,2006,Normal,180000
1148,7,RL,12000,Bnk,Inside,Gtl,1Fam,2Story,7,1941,1950,None,0,TA,CBlock,0,429,704,Y,860,704,2,Other,1,Gd,Attchd,1,234,0,0,1,2009,Normal,174500
1149,7,RM,5700,Lvl,Inside,Gtl,1Fam,1.5Fin,7,1926,1950,None,0,TA,PConc,0,572,572,Y,572,539,1,TA,1,Gd,Detchd,1,288,0,0,1,2008,Normal,116900
1150,9,RM,9000,Lvl,Inside,Gtl,1Fam,2Story,7,1920,1988,None,0,TA,PConc,0,26,650,Y,832,650,1,TA,0,NA,Detchd,2,324,0,0,1,2009,Normal,143000
1151,5,RL,8280,Lvl,Inside,Gtl,1Fam,1Story,6,1950,1950,None,0,TA,CBlock,0,932,932,Y,932,0,1,Gd,1,Gd,Attchd,1,306,0,0,1,2007,Normal,124000
1152,4,RL,17755,Lvl,Inside,Gtl,1Fam,1Story,5,1959,1959,BrkFace,132,TA,CBlock,0,1290,1466,Y,1466,0,2,Other,2,Gd,Attchd,2,528,0,1,1,2006,Normal,149900
1153,7,RL,14115,Lvl,Inside,Gtl,1Fam,1Story,6,1956,2004,None,0,TA,PConc,547,230,1073,Y,1811,0,1,Other,1,Gd,Attchd,2,470,0,0,1,2006,Other,230000
1154,8,RM,5890,Lvl,Corner,Gtl,1Fam,1Story,6,1930,2007,None,0,Gd,BrkTil,0,278,816,Y,816,0,1,TA,0,NA,Detchd,1,432,0,0,1,2008,Normal,120500
1155,6,RL,13700,Lvl,Inside,Gtl,1Fam,2Story,7,1965,1988,Stone,288,TA,CBlock,0,410,864,Y,902,918,3,Gd,2,Gd,Attchd,2,492,60,1,1,2008,Normal,201800
1156,8,RL,10768,Lvl,Corner,Gtl,1Fam,1Story,5,1976,2004,None,0,Gd,CBlock,0,280,1437,Y,1437,0,2,Gd,1,Fa,Attchd,2,528,0,1,1,2007,Normal,218000
1157,8,RL,9350,Lvl,Inside,Gtl,1Fam,SLvl,5,1965,1999,None,0,TA,PConc,0,586,1219,Y,1265,0,2,Gd,1,Gd,Attchd,2,502,0,0,1,2008,Normal,179900
1158,5,RL,5001,Lvl,Inside,Gtl,Twnhs,1Story,7,2007,2008,Stone,166,Gd,PConc,0,410,1314,Y,1314,0,2,Gd,1,Gd,Attchd,2,626,172,0,1,2009,Normal,230000
1159,5,RL,11932,Lvl,FR2,Gtl,1Fam,1Story,8,2007,2008,Stone,186,Gd,PConc,0,1580,1580,Y,1580,0,2,Gd,0,NA,Attchd,3,830,0,0,1,2008,Other,235128
1160,6,RL,9120,Lvl,Inside,Gtl,1Fam,2Story,6,1974,1974,BrkFace,270,Gd,CBlock,0,459,901,Y,943,933,3,Gd,1,TA,Attchd,2,540,0,0,1,2008,Normal,185000
1161,5,RL,2280,Lvl,Inside,Gtl,Twnhs,2Story,6,1978,1978,None,0,TA,CBlock,0,544,855,Y,855,601,3,TA,1,TA,Attchd,2,440,26,0,1,2010,Normal,146000
1162,7,RL,14778,Low,CulDSac,Gtl,1Fam,1Story,6,1954,2006,BrkFace,72,Gd,CBlock,0,568,1296,Y,1640,0,1,Gd,1,Gd,Detchd,2,924,108,0,1,2008,Normal,224000
1163,5,RL,8724,Lvl,Inside,Gtl,1Fam,1Story,5,1968,1968,None,0,TA,CBlock,0,402,894,Y,894,0,1,TA,1,Po,Attchd,2,450,0,0,1,2007,Normal,129000
1164,4,RL,12900,Lvl,Inside,Gtl,Duplex,SFoyer,4,1969,1969,None,0,TA,CBlock,0,0,1198,Y,1258,0,2,TA,0,NA,CarPort,2,400,120,0,1,2008,Other,108959
1165,7,RL,16157,Lvl,FR2,Gtl,1Fam,SLvl,5,1978,1978,None,0,TA,PConc,391,289,1360,Y,1432,0,2,Gd,1,TA,Attchd,2,588,168,0,1,2007,Normal,194000
1166,5,RL,9541,Lvl,Inside,Gtl,1Fam,1Story,7,2009,2009,Stone,268,Gd,PConc,0,1502,1502,Y,1502,0,2,Gd,0,NA,Attchd,2,644,0,0,1,2009,Other,233170
1167,5,RL,10475,Lvl,Corner,Gtl,1Fam,1Story,8,2008,2008,Stone,72,Gd,PConc,0,1694,1694,Y,1694,0,2,Gd,0,NA,Attchd,3,776,160,0,1,2010,Normal,245350
1168,5,RL,10852,Lvl,Inside,Gtl,1Fam,2Story,6,2000,2000,None,0,TA,PConc,0,173,959,Y,959,712,3,TA,1,TA,Attchd,2,472,0,0,1,2006,Normal,173000
1169,7,RL,13728,Lvl,Corner,Gtl,1Fam,2Story,6,1935,1986,None,0,TA,CBlock,0,501,1127,Y,1236,872,2,Gd,2,TA,Basment,2,540,0,1,1,2008,Normal,235000
1170,5,RL,35760,Lvl,CulDSac,Gtl,1Fam,2Story,10,1995,1996,BrkFace,1378,Gd,PConc,0,543,1930,Y,1831,1796,4,Gd,1,TA,Attchd,3,807,361,0,1,2006,Normal,625000
1171,6,RL,9880,Lvl,Inside,Gtl,1Fam,SLvl,6,1977,1977,None,0,TA,CBlock,0,574,1096,Y,1118,0,1,TA,1,Po,Attchd,1,358,203,0,0,2008,Normal,171000
1172,6,RL,9120,Lvl,Inside,Gtl,1Fam,1Story,6,1958,1958,None,0,TA,CBlock,0,599,1261,Y,1261,0,1,TA,1,TA,Attchd,2,433,0,1,1,2008,Normal,163000
1173,5,FV,4017,Lvl,Inside,Gtl,TwnhsE,2Story,7,2006,2007,None,0,Gd,PConc,0,625,625,Y,625,625,3,Gd,0,NA,Detchd,2,625,0,0,1,2008,Normal,171900
1174,6,RL,18030,Bnk,Inside,Gtl,1Fam,1.5Fin,5,1946,1994,None,0,TA,CBlock,469,977,1598,Y,1636,971,3,Other,1,Gd,NA,0,0,122,0,1,2007,Normal,200500
1175,8,RL,16560,Lvl,Inside,Gtl,1Fam,2Story,6,1932,1950,None,0,TA,BrkTil,0,449,952,Y,1170,1175,3,TA,1,Gd,Detchd,2,360,0,0,1,2006,Normal,239000
1176,5,RL,10678,Lvl,Inside,Gtl,1Fam,1.5Fin,8,1992,2000,BrkFace,337,Gd,PConc,0,983,1683,Y,2129,743,3,Gd,1,TA,Attchd,2,541,0,0,1,2007,Normal,285000
1177,5,RL,6951,Lvl,CulDSac,Gtl,1Fam,1Story,5,1984,1985,None,0,TA,CBlock,0,218,876,Y,923,0,1,TA,0,NA,Attchd,1,264,362,0,1,2008,Normal,119500
1178,8,RM,3950,Bnk,Inside,Gtl,1Fam,1.5Fin,6,1926,2004,None,0,TA,CBlock,0,350,818,Y,818,406,1,TA,0,NA,Detchd,1,210,0,0,1,2009,Normal,115000
1179,6,RL,7681,Lvl,FR2,Gtl,1Fam,1.5Fin,5,1921,1950,None,0,TA,BrkTil,0,731,731,Y,820,523,2,TA,1,Gd,Detchd,1,186,192,0,1,2009,Normal,154900
1180,5,RL,8335,Lvl,Corner,Gtl,1Fam,1Story,5,1954,1954,None,0,TA,Slab,0,0,0,Y,1124,0,1,TA,1,Gd,NA,0,0,0,0,1,2006,Normal,93000
1181,5,RL,11170,Lvl,Corner,Gtl,1Fam,2Story,7,1990,1991,None,0,TA,Wood,0,0,1216,Y,1298,1216,3,TA,0,NA,Attchd,2,693,0,0,1,2006,Normal,250000
1182,5,RM,5587,HLS,Inside,Mod,TwnhsE,1Story,8,2008,2008,Stone,186,Ex,PConc,0,120,1600,Y,1652,0,2,Gd,1,Gd,Attchd,2,482,162,0,1,2008,Other,392500
1183,5,RL,15623,Lvl,Corner,Gtl,1Fam,2Story,10,1996,1996,None,0,Gd,PConc,0,300,2396,Y,2411,2065,4,Other,2,TA,Attchd,3,813,171,0,0,2007,Other,745000
1184,6,RL,10800,Lvl,Inside,Gtl,1Fam,1Story,5,1920,1950,None,0,TA,BrkTil,0,299,1120,Y,1130,0,1,TA,1,Gd,Detchd,2,720,229,0,1,2006,Normal,120000
1185,4,RL,35133,Lvl,Inside,Mod,1Fam,1Story,5,1963,1963,BrkFace,226,TA,CBlock,0,413,1572,Y,1572,0,2,TA,2,TA,2Types,3,995,0,1,1,2007,Normal,186700
1186,7,RL,9738,Lvl,Inside,Gtl,1Fam,1.5Fin,5,1924,1950,None,0,TA,BrkTil,0,392,784,Y,949,272,1,TA,0,NA,Attchd,1,392,0,0,1,2006,Normal,104900
1187,5,RL,10615,Bnk,Corner,Mod,2fmCon,2Story,3,1900,1970,None,0,TA,CBlock,0,538,978,Y,1014,685,2,TA,0,NA,CarPort,2,420,0,0,1,2009,Other,95000
1188,5,RL,12461,Lvl,Corner,Gtl,1Fam,1Story,8,1994,1995,None,0,Gd,PConc,0,168,1624,Y,1624,0,2,Gd,1,Fa,Attchd,3,757,0,0,1,2006,Normal,262000
1189,5,RL,8935,Lvl,Inside,Gtl,1Fam,2Story,7,2002,2002,BrkFace,95,Gd,PConc,0,831,831,Y,831,829,3,Gd,0,NA,Attchd,2,493,144,0,1,2009,Normal,195000
1190,5,RL,7500,Lvl,Inside,Gtl,1Fam,2Story,7,1999,1999,None,0,TA,PConc,0,994,994,Y,1028,776,3,Gd,1,TA,Attchd,2,442,140,0,1,2010,Normal,189000
1191,4,RL,32463,Low,Inside,Mod,2fmCon,1Story,4,1961,1975,Stone,149,TA,CBlock,0,90,1249,Y,1622,0,1,TA,1,TA,2Types,4,1356,439,0,1,2007,Normal,168000
1192,5,FV,2645,Lvl,Inside,Gtl,Twnhs,2Story,8,1999,2000,BrkFace,456,Gd,PConc,0,776,776,Y,764,677,3,Gd,0,NA,Detchd,2,492,206,0,1,2007,Normal,174000
1193,8,RM,9600,Lvl,Inside,Gtl,1Fam,1.5Fin,5,1925,1994,None,0,TA,PConc,0,702,702,Y,842,630,1,Gd,0,NA,Detchd,1,250,0,0,1,2007,Normal,125000
1194,5,RM,4500,Lvl,FR2,Gtl,TwnhsE,1Story,6,1999,1999,BrkFace,425,TA,PConc,0,341,1224,Y,1224,0,2,TA,0,NA,Attchd,2,402,0,0,1,2009,Normal,165000
1195,7,RL,9364,Lvl,Corner,Gtl,1Fam,2Story,6,1969,1969,Stone,143,TA,CBlock,0,292,663,Y,663,689,2,TA,0,NA,Attchd,1,299,379,0,1,2010,Normal,158000
1196,5,RL,8029,Lvl,Inside,Gtl,1Fam,2Story,6,2005,2005,None,0,TA,PConc,0,728,728,Y,728,728,3,Gd,0,NA,Attchd,2,400,100,0,1,2008,Normal,176000
1197,5,RL,14054,Lvl,Inside,Gtl,1Fam,2Story,7,2006,2006,None,0,Gd,PConc,0,879,879,Y,879,984,3,Gd,1,Gd,BuiltIn,3,660,100,0,1,2006,Other,219210
1198,6,RM,8850,Bnk,Corner,Gtl,1Fam,2.5Unf,7,1916,1950,None,0,TA,BrkTil,0,815,815,Y,815,875,1,TA,1,Gd,Detchd,1,225,0,0,1,2006,Normal,144000
1199,5,RL,9100,Lvl,Inside,Gtl,1Fam,1Story,7,2001,2001,None,0,Gd,PConc,0,1212,1212,Y,1212,0,2,Gd,0,NA,Attchd,2,573,356,0,1,2009,Normal,178000
1200,5,RL,11235,Lvl,Inside,Gtl,1Fam,1Story,4,1963,1979,BrkFace,51,TA,CBlock,0,504,1051,Y,1382,0,2,TA,1,Po,Attchd,2,459,0,0,1,2006,Normal,148000
1201,5,RL,9353,Lvl,Inside,Gtl,1Fam,1Story,4,1970,1970,None,0,TA,CBlock,0,864,864,Y,864,0,1,TA,0,NA,Attchd,1,280,0,0,1,2006,Other,116050
1202,5,RL,10400,Lvl,Corner,Gtl,1Fam,2Story,7,1998,1998,None,0,TA,PConc,0,866,866,Y,866,913,3,Gd,0,NA,Attchd,2,546,198,0,1,2009,Normal,197900
1203,8,RM,6000,Lvl,Corner,Gtl,1Fam,1.5Fin,5,1925,1997,None,0,TA,BrkTil,0,884,884,Y,884,464,1,TA,1,Fa,Detchd,1,216,0,0,1,2009,Normal,117000
1204,5,RL,9750,Lvl,Inside,Gtl,1Fam,1Story,7,2000,2001,BrkFace,171,Gd,PConc,0,1630,1630,Y,1630,0,2,Gd,1,TA,Attchd,2,451,74,0,1,2009,Normal,213000
1205,6,RL,10140,Lvl,Inside,Gtl,1Fam,1Story,5,1975,1975,None,0,TA,CBlock,0,268,1056,Y,1074,0,2,TA,0,NA,Attchd,2,495,0,0,1,2006,Normal,153500
1206,7,RL,14684,Lvl,CulDSac,Gtl,1Fam,1Story,7,1990,1991,BrkFace,234,Gd,CBlock,177,1496,2158,Y,2196,0,2,Gd,1,TA,Attchd,3,701,84,0,1,2009,Normal,271900
1207,4,RH,8900,Lvl,Inside,Gtl,1Fam,1Story,4,1966,1966,None,0,TA,CBlock,0,0,1056,Y,1056,0,1,TA,0,NA,Detchd,1,384,0,0,1,2006,Normal,107000
1208,5,RL,9135,Lvl,Inside,Gtl,1Fam,1Story,6,2003,2003,BrkFace,120,Gd,PConc,0,1342,1682,Y,1700,0,2,Gd,0,NA,Attchd,2,544,192,0,1,2006,Normal,200000
1209,7,RL,7763,Lvl,Inside,Gtl,1Fam,1Story,5,1962,1980,None,0,TA,CBlock,108,319,931,Y,1283,0,1,TA,0,NA,Detchd,2,506,0,0,1,2008,Normal,140000
1210,5,RL,10182,Lvl,CulDSac,Gtl,1Fam,1Story,8,2006,2006,Stone,420,Gd,PConc,0,440,1660,Y,1660,0,2,Gd,1,Gd,Attchd,2,500,322,0,1,2006,Other,290000
1211,5,RL,11218,Lvl,Inside,Gtl,1Fam,2Story,6,1992,1992,None,0,Gd,PConc,0,1055,1055,Y,1055,790,3,Gd,1,TA,Attchd,2,462,635,0,1,2010,Normal,189000
1212,7,RL,12134,Bnk,Inside,Mod,1Fam,1.5Fin,8,1988,2005,None,0,Gd,Wood,0,132,559,Y,1080,672,2,TA,0,NA,Basment,2,492,325,0,1,2010,Normal,164000
1213,6,RL,9340,Lvl,Inside,Gtl,1Fam,1Story,4,1941,1950,None,0,TA,CBlock,0,328,672,Y,672,0,1,TA,0,NA,Attchd,1,234,0,0,1,2009,Normal,113000
1214,9,RL,10246,Lvl,CulDSac,Gtl,1Fam,SLvl,4,1965,2001,None,0,TA,CBlock,0,0,648,Y,960,0,0,TA,0,NA,Attchd,1,364,88,0,1,2006,Normal,145000
1215,5,RL,10205,Lvl,Inside,Gtl,1Fam,SFoyer,5,1962,1962,None,0,TA,CBlock,0,141,925,Y,999,0,1,TA,0,NA,Attchd,1,300,150,0,1,2006,Normal,134500
1216,5,RL,7094,Lvl,Inside,Gtl,1Fam,1Story,5,1966,1966,None,0,TA,CBlock,374,340,894,Y,894,0,1,TA,0,NA,Detchd,1,384,0,0,1,2007,Normal,125000
1217,5,RM,8930,Lvl,Inside,Gtl,Duplex,1.5Fin,6,1978,1978,None,0,TA,Slab,0,0,0,Y,1318,584,2,TA,0,NA,Attchd,2,539,0,0,1,2010,Normal,112000
1218,5,FV,8640,Lvl,Inside,Gtl,1Fam,1Story,8,2009,2009,Stone,72,Gd,PConc,0,364,1300,Y,1314,0,2,Gd,0,NA,Attchd,2,552,135,0,1,2009,Other,229456
1219,5,RM,6240,Lvl,Inside,Gtl,1Fam,1.5Fin,4,1947,1950,None,0,TA,Slab,0,0,0,N,672,240,1,TA,0,NA,NA,0,0,0,0,1,2006,Normal,80500
1220,5,RM,1680,Lvl,Inside,Gtl,Twnhs,2Story,6,1971,1971,BrkFace,236,TA,CBlock,0,672,672,Y,672,546,2,TA,0,NA,NA,0,0,201,0,1,2006,Other,91500
1221,5,RL,7800,Lvl,Inside,Gtl,1Fam,1Story,5,1964,1964,None,0,TA,CBlock,600,0,912,Y,912,0,1,TA,0,NA,Attchd,1,288,0,0,1,2006,Other,115000
1222,5,RL,8250,Lvl,Inside,Gtl,1Fam,1Story,5,1968,1968,None,0,TA,CBlock,492,210,952,Y,1211,0,1,TA,1,TA,Attchd,1,322,0,0,1,2008,Normal,134000
1223,6,RL,10496,Lvl,Inside,Gtl,1Fam,1.5Fin,6,1949,1950,BrkFace,320,TA,CBlock,0,844,1040,Y,1168,678,2,TA,1,Gd,Attchd,1,315,0,0,1,2007,Normal,143000
1224,3,RL,10680,Lvl,Inside,Gtl,1Fam,1Story,5,1951,1951,BrkFace,44,TA,CBlock,0,1380,2136,N,2136,0,2,TA,0,NA,Detchd,2,528,0,0,1,2006,Normal,137900
1225,5,RL,15384,Lvl,Inside,Gtl,1Fam,2Story,7,2004,2005,None,0,Gd,PConc,0,64,788,Y,788,702,3,Gd,1,Gd,Attchd,2,388,100,0,1,2008,Normal,184000
1226,8,RL,10482,Lvl,Inside,Gtl,1Fam,SLvl,6,1958,1958,BrkFace,63,TA,CBlock,0,81,588,Y,1138,0,1,TA,0,NA,Attchd,1,264,224,0,1,2007,Normal,145000
1227,5,RL,14598,Lvl,CulDSac,Gtl,1Fam,2Story,6,2007,2007,Stone,74,Gd,PConc,0,894,894,Y,894,1039,3,Gd,1,Gd,BuiltIn,3,668,100,0,1,2008,Normal,214000
1228,8,RL,8872,Lvl,Corner,Gtl,1Fam,1Story,5,1965,2008,BrkFace,300,TA,CBlock,0,317,912,Y,912,0,1,Gd,0,NA,Detchd,2,576,0,0,1,2008,Normal,147000
1229,5,RL,8769,Lvl,Corner,Gtl,TwnhsE,1Story,9,2008,2008,BrkFace,766,Ex,PConc,0,162,1702,Y,1702,0,2,Other,1,Gd,Attchd,3,1052,0,1,1,2008,Other,367294
1230,5,RL,7910,Lvl,Inside,Gtl,1Fam,SLvl,5,1960,1960,None,0,TA,CBlock,0,409,1075,Y,1507,0,2,TA,0,NA,Basment,1,404,0,0,1,2008,Normal,127000
1231,5,RL,18890,Lvl,Inside,Gtl,Duplex,1.5Fin,5,1977,1977,None,1,TA,CBlock,211,652,1361,Y,1361,1259,4,TA,1,TA,BuiltIn,2,600,155,0,1,2007,Normal,190000
1232,6,RL,7728,Lvl,Inside,Gtl,Duplex,SLvl,5,1962,1962,BrkFace,120,TA,CBlock,0,303,1106,Y,1190,0,1,TA,0,NA,Attchd,2,540,0,0,1,2006,Normal,132500
1233,5,RL,9842,Lvl,FR2,Gtl,Duplex,1Story,4,1962,1962,None,0,TA,Slab,0,0,0,Y,1224,0,2,TA,0,NA,CarPort,2,462,0,0,1,2007,Normal,101800
1234,5,RL,12160,Lvl,Inside,Gtl,1Fam,1Story,5,1959,1959,BrkFace,180,TA,CBlock,0,188,1188,Y,1188,0,1,TA,0,NA,Attchd,2,531,0,0,1,2010,Other,142000
1235,6,RH,8525,Bnk,Inside,Gtl,1Fam,2Story,5,1911,1950,None,0,TA,PConc,0,940,940,N,1024,940,2,TA,0,NA,NA,0,0,0,0,1,2008,Other,130000
1236,5,RL,13132,Lvl,Inside,Gtl,1Fam,2Story,5,1914,1950,None,0,TA,BrkTil,0,747,747,Y,892,892,2,TA,0,NA,Detchd,1,180,203,0,1,2006,Normal,138887
1237,5,RL,2628,Lvl,Inside,Gtl,Twnhs,2Story,7,2003,2003,Stone,106,Gd,PConc,0,764,764,Y,764,862,3,Gd,0,NA,BuiltIn,2,474,0,0,1,2010,Normal,175500
1238,5,RL,12393,Lvl,FR2,Gtl,1Fam,2Story,7,2004,2005,None,0,Gd,PConc,0,847,847,Y,847,1101,3,Gd,1,Gd,BuiltIn,2,434,100,0,1,2006,Normal,195000
1239,5,RL,13072,Lvl,Inside,Gtl,1Fam,1Story,6,2005,2005,None,0,Gd,PConc,0,1141,1141,Y,1141,0,2,TA,0,NA,Detchd,2,484,0,0,1,2006,Other,142500
1240,5,RL,9037,HLS,Inside,Gtl,1Fam,1Story,8,2006,2006,BrkFace,32,Gd,PConc,0,1048,1476,Y,1484,0,2,Other,1,Gd,Attchd,2,472,120,0,1,2007,Normal,265900
1241,5,RL,8158,Lvl,Inside,Gtl,1Fam,2Story,7,2003,2003,BrkFace,252,Gd,PConc,0,334,884,Y,884,884,3,Gd,0,NA,Attchd,2,543,0,0,1,2008,Normal,224900
1242,6,RL,9849,Lvl,Inside,Gtl,1Fam,1Story,7,2007,2007,Stone,0,Gd,PConc,0,1689,1689,Y,1689,0,2,Gd,0,NA,Attchd,3,954,0,0,1,2007,Other,248328
1243,6,RL,10625,Lvl,Inside,Gtl,1Fam,SFoyer,7,1974,1974,BrkFace,81,TA,CBlock,168,0,1053,Y,1173,0,2,Gd,2,TA,Attchd,2,528,0,0,1,2010,Other,170000
1244,5,RL,13891,Lvl,Inside,Gtl,1Fam,1Story,10,2006,2006,NA,,Ex,PConc,0,690,2076,Y,2076,0,3,Other,1,Gd,Attchd,3,850,216,0,1,2006,Other,465000
1245,7,RL,11435,HLS,Corner,Mod,1Fam,2Story,8,1929,1950,None,0,TA,PConc,0,792,792,Y,792,725,1,Gd,2,Gd,Detchd,2,400,0,0,1,2006,Normal,230000
1246,7,RL,12090,Lvl,Inside,Gtl,1Fam,SLvl,6,1984,2003,BrkFace,74,TA,CBlock,0,585,585,Y,1140,728,4,TA,1,TA,BuiltIn,2,477,268,1,1,2007,Other,178000
1247,5,FV,8125,Lvl,Inside,Gtl,1Fam,2Story,7,2005,2006,None,0,Gd,PConc,0,756,756,Y,756,797,3,Gd,0,NA,Attchd,2,615,0,0,1,2006,Other,186500
1248,5,RL,12328,Lvl,Inside,Gtl,1Fam,SLvl,6,1976,1976,BrkFace,335,TA,CBlock,0,473,1012,Y,1034,0,1,TA,0,NA,Attchd,3,888,0,0,1,2010,Normal,169900
1249,5,RM,9600,Lvl,Inside,Gtl,1Fam,2.5Unf,6,1917,1950,None,0,TA,BrkTil,0,416,735,N,1134,924,2,TA,1,Gd,Detchd,2,396,0,0,1,2008,Normal,129500
1250,7,RL,7200,Lvl,Inside,Gtl,1Fam,1Story,5,1950,1950,None,0,TA,CBlock,96,246,876,Y,988,0,1,TA,0,NA,Attchd,1,276,0,0,1,2007,Normal,119000
1251,5,RL,11160,Lvl,Corner,Gtl,1Fam,1Story,7,1968,1968,None,0,Gd,CBlock,0,1045,2110,Y,2110,0,3,Other,2,TA,Attchd,2,522,0,0,1,2010,Normal,244000
1252,5,RL,3136,Lvl,Corner,Gtl,TwnhsE,1Story,7,2003,2003,Stone,163,Gd,PConc,0,1405,1405,Y,1405,0,2,Gd,1,Gd,Attchd,2,478,148,0,1,2006,Normal,171750
1253,6,RL,9858,Lvl,Inside,Gtl,1Fam,1Story,5,1968,1968,None,0,TA,CBlock,0,354,864,Y,874,0,1,TA,0,NA,Attchd,1,288,33,0,1,2009,Normal,130000
1254,7,RL,17542,Lvl,Inside,Gtl,1Fam,2Story,7,1974,2003,None,0,Gd,CBlock,1031,36,1192,Y,1516,651,3,Gd,2,Gd,Attchd,2,518,220,0,1,2007,Normal,294000
1255,5,RL,6931,Lvl,Inside,Gtl,1Fam,2Story,7,2003,2004,Stone,92,Gd,PConc,0,746,746,Y,760,896,3,Gd,1,Gd,BuiltIn,2,397,178,0,1,2008,Normal,165400
1256,6,RM,6240,Lvl,Inside,Gtl,1Fam,1.5Fin,6,1931,1950,None,0,TA,BrkTil,0,459,884,Y,959,408,1,TA,1,Gd,Detchd,1,560,0,1,1,2007,Normal,127500
1257,5,RL,14303,Lvl,Corner,Gtl,1Fam,1Story,8,1994,1994,BrkFace,554,Gd,PConc,0,672,1986,Y,1987,0,2,Gd,1,TA,Attchd,2,691,262,0,1,2008,Normal,301500
1258,8,RL,4060,Lvl,Corner,Gtl,1Fam,1Story,5,1922,1950,None,0,TA,PConc,0,864,864,Y,864,0,1,TA,0,NA,NA,0,0,0,0,1,2009,Normal,99900
1259,5,RL,9587,Lvl,Inside,Gtl,1Fam,SLvl,7,2005,2005,Stone,182,Gd,PConc,0,201,856,Y,1166,0,2,Gd,0,NA,Attchd,2,400,212,0,1,2008,Normal,190000
1260,8,RL,9750,Lvl,FR2,Gtl,1Fam,1Story,6,1969,1969,None,0,TA,CBlock,438,14,1054,Y,1054,0,2,TA,0,NA,Attchd,2,460,180,1,1,2008,Normal,151000
1261,5,RL,24682,Lvl,CulDSac,Gtl,1Fam,2Story,6,1999,1999,None,0,TA,PConc,0,841,841,Y,892,783,3,TA,1,TA,BuiltIn,2,502,0,0,1,2009,Normal,181000
1262,6,RL,9600,Lvl,Inside,Gtl,1Fam,1Story,5,1956,1956,None,0,TA,CBlock,0,546,1050,Y,1050,0,1,TA,0,NA,Attchd,1,338,0,0,1,2009,Normal,128900
1263,5,RL,11250,Lvl,Inside,Gtl,1Fam,1.5Fin,4,1957,1989,None,0,TA,CBlock,0,1104,1104,Y,1104,684,1,TA,2,TA,Attchd,1,304,120,0,1,2009,Normal,161500
1264,6,RL,13515,Lvl,Inside,Gtl,1Fam,2Story,6,1919,1950,None,0,TA,PConc,0,764,764,Y,1060,764,1,TA,1,Gd,Detchd,2,520,0,0,1,2007,Normal,180500
